,index,경기번호,팀명,결과,No.,득점_득점,공격종합_시도,공격종합_성공,공격종합_공격차단,공격종합_범실,공격종합_성공률,오픈_시도,오픈_성공,오픈_공격차단,오픈_범실,오픈_성공률,시간차_시도,시간차_성공,시간차_공격차단,시간차_범실,시간차_성공률,이동_시도,이동_성공,이동_공격차단,이동_범실,이동_성공률,후위_시도,후위_성공,후위_공격차단,후위_범실,후위_성공률,속공_시도,속공_성공,속공_공격차단,속공_범실,속공_성공률,퀵오픈_시도,퀵오픈_성공,퀵오픈_공격차단,퀵오픈_범실,퀵오픈_성공률,서브_시도,서브_성공,서브_범실,서브_성공률,디그_시도,디그_성공,디그_실패,디그_범실,디그_세트당,세트_시도,세트_성공,세트_범실,세트_세트당,리시브_시도,리시브_정확,리시브_실패,리시브_세트당,블로킹_시도,블로킹_성공,블로킹_유효블락,블로킹_실패,블로킹_범실,블로킹_세트당,블로킹_어시스트,벌칙_벌칙,범실_범실,홈_어웨이,상대팀,팀코드,디그_성공률,세트_성공률,리시브_정확도,블로킹_성공률,총_점수,실점
750,750,376,KGC인삼공사,1,106,72,130,63,8,6,0.48,53,27,3,3,0.51,10,3,0,1,0.3,2,1,0,0,0.5,19,6,3,1,0.32,13,6,0,0,0.46,33,20,2,1,0.61,84,2,6,0.02,90,77,13,0,26.5,134,61,0,20.32,68,29,5,298.99,45,7,18,11,1,2.34,4,0,13,1,한국도로공사,4,0.86,0.46,0.43,0.16,86,71
751,751,376,한국도로공사,0,125,58,129,45,7,7,0.35,61,18,4,4,0.3,2,1,0,0,0.5,6,1,1,1,0.17,16,7,0,1,0.44,4,1,0,0,0.25,40,17,2,1,0.42,73,5,5,0.07,80,62,17,1,21.67,130,43,0,15.16,78,36,2,299.6,67,8,23,27,1,2.66,6,0,14,0,KGC인삼공사,2,0.78,0.33,0.46,0.12,71,86
752,752,377,현대건설,1,147,70,138,53,11,11,0.38,65,21,6,4,0.32,5,0,0,1,0.0,2,2,0,0,1.0,20,8,2,4,0.4,18,8,1,1,0.44,28,14,2,1,0.5,92,10,8,0.11,89,75,13,1,19.75,142,51,1,15.75,79,27,5,200.88,57,7,19,15,1,1.75,4,0,22,1,흥국생명,5,0.84,0.36,0.34,0.12,93,87
753,753,377,흥국생명,0,129,65,135,49,7,13,0.36,76,22,3,8,0.29,0,0,0,0,,2,1,0,0,0.5,23,8,2,4,0.35,8,2,2,1,0.25,26,16,0,0,0.62,89,5,9,0.06,87,72,15,0,18.92,138,46,0,12.25,84,23,10,220.25,62,11,19,16,1,2.75,9,0,23,0,현대건설,1,0.83,0.33,0.27,0.18,87,93
754,754,378,IBK기업은행,0,94,55,143,48,12,13,0.34,99,30,10,8,0.3,5,3,0,0,0.6,3,2,0,0,0.67,19,5,1,5,0.26,8,3,0,0,0.38,9,5,1,0,0.56,75,3,8,0.04,90,73,17,0,20.0,150,45,0,11.5,86,23,3,118.81,44,4,19,15,0,1.0,3,0,21,1,한국도로공사,3,0.81,0.3,0.27,0.09,74,95
755,755,378,한국도로공사,1,109,74,134,59,4,8,0.44,65,25,3,4,0.38,5,2,0,0,0.4,6,3,0,0,0.5,19,10,0,3,0.53,5,3,0,0,0.6,34,16,1,1,0.47,94,3,8,0.03,88,77,11,0,19.25,133,53,3,14.0,67,25,3,142.89,67,12,27,17,0,3.0,11,0,19,0,IBK기업은행,2,0.88,0.4,0.37,0.18,95,74
756,756,379,GS칼텍스,0,134,65,144,51,15,8,0.35,69,27,8,2,0.39,2,0,0,0,0.0,3,0,0,0,0.0,22,8,2,2,0.36,6,1,0,0,0.17,42,15,5,4,0.36,91,8,8,0.09,95,81,13,1,20.58,149,49,1,13.0,79,21,3,190.55,69,6,30,24,0,1.5,6,0,18,1,현대건설,0,0.85,0.33,0.27,0.09,90,90
757,757,379,현대건설,1,136,72,137,54,6,12,0.39,59,22,2,5,0.37,7,5,0,0,0.71,2,1,0,0,0.5,23,11,2,4,0.48,9,4,0,1,0.44,37,11,2,2,0.3,89,3,10,0.03,96,79,16,1,23.5,144,51,2,14.42,83,30,8,237.03,78,15,28,22,0,3.75,13,0,25,0,GS칼텍스,5,0.82,0.35,0.36,0.19,90,90
758,758,380,KGC인삼공사,1,108,66,120,46,6,8,0.38,52,15,3,5,0.29,8,4,1,0,0.5,8,5,0,0,0.62,12,8,0,0,0.67,13,4,1,1,0.31,27,10,1,2,0.37,89,8,10,0.09,75,62,13,0,15.66,125,44,1,12.5,71,27,2,269.82,67,12,20,24,0,3.08,10,0,19,1,흥국생명,4,0.83,0.35,0.38,0.18,90,78
759,759,380,흥국생명,0,129,59,135,51,12,11,0.38,64,20,6,5,0.31,7,5,0,1,0.71,2,1,0,0,0.5,24,7,3,3,0.29,5,3,0,0,0.6,33,15,3,2,0.45,79,2,8,0.03,94,77,17,0,21.0,138,48,5,13.67,79,31,8,196.14,50,6,25,15,0,1.5,6,0,24,0,KGC인삼공사,1,0.82,0.35,0.39,0.12,78,90
760,760,381,페퍼저축은행,0,134,44,95,38,5,11,0.4,63,22,4,6,0.35,4,3,0,0,0.75,3,1,0,0,0.33,13,6,1,5,0.46,7,6,0,0,0.86,5,0,0,0,0.0,61,1,7,0.02,71,50,21,0,23.34,104,37,1,12.5,66,18,4,81.85999999999999,52,5,22,13,0,2.5,4,0,19,0,한국도로공사,6,0.7,0.36,0.27,0.1,59,75
761,761,381,한국도로공사,1,108,56,109,47,5,6,0.43,55,20,3,4,0.36,14,7,1,1,0.5,7,3,0,0,0.43,7,3,0,0,0.43,2,1,0,0,0.5,24,13,1,1,0.54,73,4,7,0.05,66,57,9,0,19.5,106,43,2,16.0,54,24,1,224.24,41,5,12,16,0,1.6600000000000001,5,0,15,1,페퍼저축은행,2,0.86,0.41,0.44,0.12,75,59
762,762,382,GS칼텍스,1,155,79,152,66,11,3,0.43,100,41,8,1,0.41,0,0,0,0,,0,0,0,0,,18,10,1,2,0.56,10,3,1,0,0.3,24,12,1,0,0.5,97,3,9,0.03,107,91,16,0,26.0,151,64,0,18.83,71,24,4,122.67,75,10,32,16,0,2.75,7,0,12,1,IBK기업은행,0,0.85,0.42,0.34,0.13,98,78
763,763,382,IBK기업은행,0,128,66,149,51,10,9,0.34,95,25,7,3,0.26,14,7,1,1,0.5,11,7,1,1,0.64,9,4,0,2,0.44,6,3,1,0,0.5,14,5,0,2,0.36,79,4,8,0.05,100,82,18,0,27.25,154,49,1,15.0,88,28,3,232.04,81,11,27,28,1,3.5,10,0,19,0,GS칼텍스,3,0.82,0.32,0.32,0.14,78,98
764,764,383,KGC인삼공사,0,106,45,121,38,9,8,0.31,57,13,6,5,0.23,1,0,0,0,0.0,6,3,0,0,0.5,16,10,0,1,0.62,7,0,0,0,0.0,34,12,3,2,0.35,62,1,5,0.02,92,72,20,0,25.65,125,36,0,12.16,69,21,6,161.69,57,6,25,13,0,2.0,5,0,13,1,현대건설,4,0.78,0.29,0.3,0.11,60,77
765,765,383,현대건설,1,130,64,132,49,6,6,0.37,71,24,3,4,0.34,4,3,0,0,0.75,6,0,0,1,0.0,8,3,1,0,0.38,11,6,0,0,0.55,32,13,2,1,0.41,75,6,6,0.08,94,78,15,1,26.0,129,44,1,14.66,57,21,1,213.07,58,9,27,14,1,3.0,9,0,15,0,KGC인삼공사,5,0.83,0.34,0.37,0.16,77,60
766,766,384,페퍼저축은행,0,122,79,165,64,6,11,0.39,104,43,3,6,0.41,5,2,1,1,0.4,3,1,0,0,0.33,29,10,2,2,0.34,7,3,0,0,0.43,17,5,0,2,0.29,102,5,20,0.05,100,80,20,0,20.58,165,61,0,15.25,99,44,4,255.24,63,10,26,20,0,2.5,7,0,31,1,흥국생명,6,0.8,0.37,0.44,0.16,100,105
767,767,384,흥국생명,1,104,74,149,64,10,12,0.43,81,30,5,7,0.37,2,1,0,0,0.5,6,3,0,0,0.5,20,9,1,2,0.45,7,2,0,0,0.29,33,19,4,3,0.58,104,4,5,0.04,109,84,25,0,23.83,150,61,2,16.58,81,30,5,225.82999999999998,67,6,28,15,2,1.5,5,0,21,0,페퍼저축은행,1,0.77,0.41,0.37,0.09,105,100
768,768,385,GS칼텍스,1,124,63,104,53,8,4,0.51,45,20,6,2,0.44,3,2,0,0,0.67,1,0,0,0,0.0,15,9,0,0,0.6,4,3,0,0,0.75,36,19,2,2,0.53,73,3,5,0.04,68,55,12,1,18.85,109,52,1,17.32,59,18,4,96.85,61,7,29,16,1,2.3200000000000003,5,0,12,0,한국도로공사,0,0.81,0.48,0.31,0.11,75,62
769,769,385,한국도로공사,0,109,50,102,38,7,4,0.37,44,11,5,1,0.25,9,5,0,0,0.56,2,0,0,0,0.0,16,11,0,1,0.69,4,3,0,0,0.75,27,8,2,2,0.3,64,4,5,0.06,66,45,21,0,15.66,106,37,1,14.16,68,23,3,109.52,44,8,11,18,2,2.66,8,0,12,1,GS칼텍스,2,0.68,0.35,0.34,0.18,62,75
770,770,386,IBK기업은행,0,94,53,159,40,11,8,0.25,91,23,5,5,0.25,7,1,2,2,0.14,6,2,1,0,0.33,26,6,3,0,0.23,5,0,0,1,0.0,24,8,0,0,0.33,78,2,7,0.03,109,90,19,0,24.58,158,34,1,10.92,87,37,6,119.78999999999999,77,11,27,23,1,2.91,8,0,17,1,KGC인삼공사,3,0.83,0.22,0.43,0.14,77,98
771,771,386,KGC인삼공사,1,97,81,167,64,11,12,0.38,81,30,6,9,0.37,3,1,0,0,0.33,3,0,1,0,0.0,29,10,3,1,0.34,9,3,0,0,0.33,42,20,1,2,0.48,97,6,10,0.06,121,108,13,0,27.5,172,61,1,15.25,71,38,2,247.32,76,11,35,12,1,2.75,9,0,24,0,IBK기업은행,4,0.89,0.35,0.54,0.14,98,77
772,772,387,페퍼저축은행,0,134,63,138,45,9,7,0.33,93,26,7,6,0.28,5,2,1,0,0.4,3,1,0,0,0.33,22,9,1,1,0.41,8,5,0,0,0.62,7,2,0,0,0.29,96,3,12,0.03,103,78,25,0,15.9,148,42,1,8.4,91,36,4,147.42,64,15,21,16,0,3.0,11,0,20,0,현대건설,6,0.76,0.28,0.4,0.23,96,107
773,773,387,현대건설,1,152,87,164,74,15,13,0.45,88,33,10,8,0.38,8,4,1,0,0.5,5,3,0,1,0.6,14,7,0,1,0.5,15,9,0,2,0.6,34,18,4,1,0.53,107,4,16,0.04,104,91,13,0,21.02,159,67,0,15.549999999999999,84,40,3,365.37,73,9,29,16,4,1.98,9,0,33,1,페퍼저축은행,5,0.88,0.42,0.48,0.12,107,96
774,774,388,한국도로공사,1,148,77,148,52,8,6,0.35,78,23,3,2,0.29,8,3,1,1,0.38,4,0,1,0,0.0,19,9,0,1,0.47,7,2,0,0,0.29,32,15,3,2,0.47,103,11,8,0.11,102,87,15,0,21.75,154,51,0,14.25,79,32,5,146.1,83,14,22,28,1,3.5,11,0,15,1,흥국생명,2,0.85,0.33,0.41,0.17,104,86
775,775,388,흥국생명,0,131,71,163,58,14,15,0.36,84,29,7,5,0.35,5,3,1,0,0.6,3,2,0,0,0.67,15,4,1,5,0.27,7,3,0,1,0.43,49,17,5,4,0.35,87,5,8,0.06,116,90,24,2,24.83,163,53,1,13.25,95,23,11,54.04,72,8,33,15,1,2.0,6,0,27,0,한국도로공사,1,0.78,0.33,0.24,0.11,86,104
776,776,389,GS칼텍스,0,147,61,153,55,9,13,0.36,98,33,6,8,0.34,4,2,0,1,0.5,0,0,0,0,,22,8,1,3,0.36,5,1,1,0,0.2,24,11,1,1,0.46,85,0,10,0.0,99,83,16,0,23.83,160,54,1,13.5,93,34,12,102.00999999999999,61,6,20,22,0,1.5,6,0,24,0,KGC인삼공사,0,0.84,0.34,0.37,0.1,84,103
777,777,389,KGC인삼공사,1,91,79,141,58,6,9,0.41,83,28,5,7,0.34,5,3,0,0,0.6,4,3,0,0,0.75,16,6,0,1,0.38,11,5,0,1,0.45,22,13,1,0,0.59,103,12,9,0.12,99,82,17,0,20.5,148,54,3,13.5,75,30,0,131.12,78,9,26,27,2,2.25,8,0,23,1,GS칼텍스,4,0.83,0.36,0.4,0.12,103,84
778,778,390,IBK기업은행,0,127,68,147,59,6,12,0.4,89,30,5,6,0.34,10,7,0,1,0.7,10,8,0,0,0.8,9,3,0,2,0.33,11,6,0,1,0.55,18,5,1,2,0.28,91,4,10,0.04,90,76,14,0,24.58,147,56,1,14.67,84,38,4,459.43,52,5,18,24,0,1.33,5,0,23,1,페퍼저축은행,3,0.84,0.38,0.45,0.1,90,97
779,779,390,페퍼저축은행,1,134,74,133,64,5,7,0.48,89,39,5,3,0.44,5,5,0,0,1.0,2,1,0,0,0.5,25,14,0,2,0.56,3,1,0,1,0.33,9,4,0,1,0.44,96,4,12,0.04,99,71,28,0,18.5,138,61,0,15.25,81,26,4,120.6,63,6,29,14,3,1.5,6,0,22,0,IBK기업은행,6,0.72,0.44,0.32,0.1,97,90
780,780,391,GS칼텍스,0,155,41,93,34,7,10,0.37,47,13,5,4,0.28,3,1,0,1,0.33,2,0,0,0,0.0,16,9,1,3,0.56,5,2,1,0,0.4,20,9,0,2,0.45,53,4,6,0.08,63,51,12,0,19.68,97,32,2,11.84,65,23,8,81.56,32,3,12,12,0,1.1600000000000001,3,0,18,1,현대건설,0,0.81,0.33,0.35,0.09,51,75
781,781,391,현대건설,1,142,57,88,42,3,1,0.48,43,18,2,0,0.42,3,2,0,0,0.67,3,1,0,0,0.33,12,6,0,1,0.5,10,4,0,0,0.4,17,11,1,0,0.65,73,8,8,0.11,60,49,10,1,16.32,87,37,0,12.33,47,21,4,210.51,54,7,23,18,0,2.33,3,0,10,0,GS칼텍스,5,0.82,0.43,0.45,0.13,75,51
782,782,392,한국도로공사,1,106,69,139,53,9,8,0.38,87,28,6,4,0.32,6,3,1,0,0.5,2,0,0,0,0.0,11,4,2,2,0.36,3,1,0,1,0.33,30,17,0,1,0.57,96,4,12,0.04,92,84,8,0,21.5,143,52,3,13.25,70,30,6,90.57,66,12,20,20,1,3.0,8,0,24,1,흥국생명,2,0.91,0.36,0.43,0.18,97,83
783,783,392,흥국생명,0,121,59,149,44,12,12,0.3,70,18,6,5,0.26,4,0,0,0,0.0,5,2,0,0,0.4,21,4,4,2,0.19,7,3,1,1,0.43,42,17,1,4,0.4,84,6,14,0.07,99,79,20,0,21.67,151,42,1,12.0,84,35,4,254.44,68,9,33,14,1,2.75,8,0,28,0,한국도로공사,1,0.8,0.28,0.42,0.13,83,97
784,784,393,IBK기업은행,0,147,38,112,32,5,7,0.29,61,13,5,5,0.21,7,3,0,1,0.43,2,0,0,0,0.0,11,5,0,1,0.45,5,1,0,0,0.2,26,10,0,0,0.38,54,2,7,0.04,74,59,15,0,22.33,116,31,2,11.83,69,17,3,81.89999999999999,53,4,19,20,1,2.0,3,0,17,0,KGC인삼공사,3,0.8,0.27,0.25,0.08,52,74
785,785,393,KGC인삼공사,1,94,57,113,49,4,8,0.43,50,20,2,4,0.4,8,5,0,1,0.62,3,1,0,0,0.33,15,7,0,2,0.47,14,6,1,1,0.43,23,10,1,0,0.43,73,3,3,0.04,81,75,4,2,25.0,112,46,1,15.33,47,13,2,105.55,57,5,30,13,0,1.6600000000000001,5,0,14,1,IBK기업은행,4,0.93,0.41,0.28,0.09,74,52
786,786,394,페퍼저축은행,0,134,34,86,26,8,11,0.3,49,16,4,6,0.33,9,2,2,1,0.22,2,0,0,0,0.0,12,3,2,3,0.25,7,1,0,0,0.14,7,4,0,1,0.57,55,3,10,0.05,71,55,16,0,18.84,95,24,1,7.99,58,20,8,112.53,37,5,18,9,0,1.6600000000000001,3,0,22,1,현대건설,6,0.77,0.25,0.34,0.14,53,74
787,787,394,현대건설,1,132,52,88,36,5,3,0.41,36,14,1,1,0.39,4,2,1,0,0.5,4,3,1,0,0.75,13,6,2,0,0.46,11,5,0,1,0.45,20,6,0,1,0.3,73,8,14,0.11,63,53,8,2,18.16,90,34,0,12.32,45,18,3,265.89,40,8,17,8,0,2.83,6,0,19,0,페퍼저축은행,5,0.84,0.38,0.4,0.2,74,53
788,788,395,GS칼텍스,1,135,56,100,45,6,4,0.45,58,27,3,2,0.47,5,2,1,0,0.4,1,1,0,0,1.0,11,6,1,0,0.55,10,5,1,0,0.5,15,4,0,2,0.27,74,3,7,0.04,73,64,9,0,21.5,98,43,2,14.66,47,24,4,229.71,50,8,19,16,0,2.66,7,0,13,0,흥국생명,0,0.88,0.44,0.51,0.16,75,54
789,789,395,흥국생명,0,127,41,103,31,8,8,0.3,58,17,4,5,0.29,5,2,0,0,0.4,2,0,0,1,0.0,8,2,1,0,0.25,4,1,1,0,0.25,26,9,2,2,0.35,55,4,8,0.07,53,44,9,0,16.34,105,31,2,11.5,67,18,3,181.9,53,6,17,18,1,2.66,3,0,19,1,GS칼텍스,1,0.83,0.3,0.27,0.11,54,75
790,790,396,IBK기업은행,1,136,78,140,57,7,8,0.41,75,24,5,3,0.32,6,4,0,0,0.67,8,7,0,0,0.88,16,6,1,3,0.38,3,0,0,1,0.0,32,16,1,1,0.5,108,9,11,0.08,95,76,18,1,16.73,146,55,4,11.0,81,26,5,220.43,72,12,28,21,2,2.45,10,0,26,0,페퍼저축은행,3,0.8,0.38,0.32,0.17,109,96
791,791,396,페퍼저축은행,0,140,70,156,58,12,13,0.37,109,39,10,7,0.36,6,4,0,0,0.67,3,2,0,0,0.67,25,11,0,6,0.44,7,0,1,0,0.0,6,2,1,0,0.33,97,5,16,0.05,99,82,17,0,17.56,158,55,1,11.27,97,29,9,61.35,52,7,23,15,1,1.4,5,0,31,1,IBK기업은행,6,0.83,0.35,0.3,0.13,96,109
792,792,397,한국도로공사,0,91,35,100,30,4,10,0.3,56,16,3,6,0.29,5,1,0,0,0.2,4,1,0,1,0.25,10,3,1,1,0.3,6,1,0,1,0.17,19,8,0,1,0.42,49,0,5,0.0,64,50,14,0,17.66,103,29,0,11.67,68,33,5,145.26999999999998,50,5,23,15,0,1.83,4,0,15,0,현대건설,2,0.78,0.28,0.49,0.1,47,75
793,793,397,현대건설,1,148,60,105,51,5,5,0.49,55,24,3,3,0.44,7,6,0,0,0.86,2,0,0,0,0.0,8,4,1,1,0.5,12,5,1,1,0.42,21,12,0,0,0.57,73,5,5,0.07,72,64,8,0,21.990000000000002,106,48,0,16.18,44,13,0,147.3,53,4,22,16,2,1.33,4,0,12,1,한국도로공사,5,0.89,0.45,0.3,0.08,75,47
794,794,398,KGC인삼공사,1,106,55,120,42,7,6,0.35,50,15,2,4,0.3,6,2,1,0,0.33,5,4,1,0,0.8,15,5,0,2,0.33,10,3,0,0,0.3,34,13,3,0,0.38,73,3,4,0.04,91,79,12,0,28.33,128,41,2,14.33,53,19,1,251.88,52,10,21,13,1,3.99,8,0,13,0,흥국생명,4,0.87,0.32,0.36,0.19,75,57
795,795,398,흥국생명,0,141,44,117,36,10,12,0.31,51,18,4,6,0.35,4,1,0,0,0.25,4,0,0,0,0.0,19,3,3,5,0.16,9,3,1,0,0.33,30,11,2,1,0.37,59,1,6,0.02,84,68,16,0,28.509999999999998,124,32,1,13.66,69,23,3,193.26,48,7,17,11,1,3.84,5,0,20,1,KGC인삼공사,1,0.81,0.26,0.33,0.15,57,75
796,796,399,GS칼텍스,1,138,57,91,42,4,9,0.46,48,16,2,6,0.33,6,4,0,0,0.67,2,1,0,0,0.5,6,4,1,0,0.67,7,5,1,0,0.71,22,12,0,3,0.55,73,8,7,0.11,65,58,6,1,19.33,97,41,3,13.84,48,18,5,171.82,41,7,13,14,0,2.33,6,0,20,1,페퍼저축은행,0,0.89,0.42,0.38,0.17,75,55
797,797,399,페퍼저축은행,0,139,35,78,26,7,4,0.33,51,17,3,2,0.33,2,1,0,0,0.5,1,1,0,0,1.0,10,3,2,1,0.3,4,0,1,1,0.0,10,4,1,0,0.4,57,5,9,0.09,55,40,15,0,14.33,90,24,4,7.99,66,8,8,15.0,46,4,13,18,1,1.33,3,0,18,0,GS칼텍스,6,0.73,0.27,0.12,0.09,55,75
798,798,400,IBK기업은행,0,95,65,143,52,7,11,0.36,69,19,3,4,0.28,6,5,0,0,0.83,11,6,0,2,0.55,18,6,1,2,0.33,3,1,0,0,0.33,36,15,3,3,0.42,89,8,12,0.09,88,74,14,0,19.83,147,49,0,12.25,85,31,7,186.25,67,5,28,23,0,1.5,5,0,23,1,현대건설,3,0.84,0.33,0.36,0.07,88,96
799,799,400,현대건설,1,159,73,141,59,5,12,0.42,79,30,5,8,0.38,5,1,0,0,0.2,1,0,0,0,0.0,17,8,0,2,0.47,9,4,0,2,0.44,30,16,0,0,0.53,95,7,10,0.07,97,82,15,0,21.25,145,56,1,14.0,77,23,8,85.28,63,7,23,22,0,1.75,6,0,23,0,IBK기업은행,5,0.85,0.39,0.3,0.11,96,88
800,800,401,KGC인삼공사,0,99,33,100,28,6,8,0.28,55,15,5,5,0.27,2,1,0,0,0.5,4,2,1,0,0.5,7,1,0,2,0.14,5,3,0,0,0.6,27,6,0,1,0.22,53,1,9,0.02,79,64,15,0,21.5,109,24,1,8.0,63,21,5,80.39,45,4,17,14,0,1.33,4,0,18,0,한국도로공사,4,0.81,0.22,0.33,0.09,52,75
801,801,401,한국도로공사,1,117,57,105,46,4,5,0.44,47,15,3,3,0.32,9,5,0,1,0.56,2,2,0,0,1.0,7,7,0,0,1.0,3,1,0,0,0.33,37,16,1,1,0.43,74,5,11,0.07,76,66,10,0,22.0,106,43,2,14.33,44,12,1,77.75,54,6,20,10,1,2.0,4,0,19,1,KGC인삼공사,2,0.87,0.41,0.27,0.11,75,52
802,802,402,IBK기업은행,1,84,62,124,48,7,5,0.39,62,22,5,3,0.35,13,7,0,1,0.54,6,1,0,0,0.17,11,4,1,1,0.36,3,0,1,0,0.0,29,14,0,0,0.48,76,6,7,0.08,84,72,12,0,24.0,126,42,2,13.99,62,29,1,140.44,66,8,24,20,0,2.67,6,0,14,0,흥국생명,3,0.86,0.33,0.47,0.12,77,64
803,803,402,흥국생명,0,119,50,135,42,8,11,0.31,62,13,3,7,0.21,2,1,0,1,0.5,2,1,1,0,0.5,25,6,3,2,0.24,2,0,1,0,0.0,42,21,0,1,0.5,65,1,3,0.02,93,80,13,0,35.33,134,41,1,15.66,69,15,6,105.22,53,7,22,16,0,3.33,7,0,15,1,IBK기업은행,1,0.86,0.31,0.22,0.13,64,77
804,804,403,GS칼텍스,0,153,85,183,67,17,16,0.37,90,26,13,7,0.29,11,6,0,0,0.55,2,1,0,0,0.5,22,10,2,3,0.45,7,4,0,0,0.57,51,20,2,6,0.39,104,7,13,0.07,115,103,12,0,21.1,191,67,4,14.35,100,47,4,135.43,92,11,39,22,0,2.2,9,0,33,1,한국도로공사,0,0.9,0.35,0.47,0.12,103,111
805,805,403,한국도로공사,1,128,78,172,57,11,8,0.33,97,28,4,6,0.29,4,1,0,1,0.25,4,2,1,0,0.5,24,8,3,1,0.33,3,0,1,0,0.0,40,18,2,0,0.45,110,4,10,0.04,109,92,17,0,21.2,167,50,0,12.7,91,39,7,218.64,107,17,40,31,0,3.4,17,0,18,0,GS칼텍스,2,0.84,0.3,0.43,0.16,111,103
806,806,404,KGC인삼공사,1,110,56,94,43,4,6,0.46,49,23,2,3,0.47,4,3,0,0,0.75,3,0,0,1,0.0,12,6,1,1,0.5,14,5,0,1,0.36,12,6,1,0,0.5,73,5,6,0.07,83,77,6,0,27.68,103,40,2,13.33,39,16,3,151.95,60,8,31,5,1,3.66,8,0,15,1,페퍼저축은행,4,0.93,0.39,0.41,0.13,75,44
807,807,404,페퍼저축은행,0,136,29,112,22,8,7,0.2,83,17,5,4,0.2,2,1,0,1,0.5,1,0,0,0,0.0,13,2,1,2,0.15,7,1,0,0,0.14,6,1,2,0,0.17,46,3,7,0.07,68,56,12,0,22.16,113,19,3,8.33,67,24,5,95.75,44,4,9,19,2,1.33,3,0,19,0,KGC인삼공사,6,0.82,0.17,0.36,0.09,44,75
808,808,405,현대건설,1,156,74,134,62,9,7,0.46,61,24,6,2,0.39,5,2,0,0,0.4,2,1,0,0,0.5,16,8,2,1,0.5,21,15,0,1,0.71,29,12,1,3,0.41,92,5,12,0.05,100,79,21,0,21.17,147,59,3,16.25,79,34,1,170.24,72,7,28,23,1,1.75,7,0,23,1,흥국생명,5,0.79,0.4,0.43,0.1,93,86
809,809,405,흥국생명,0,125,63,142,53,7,9,0.37,68,28,6,2,0.41,6,2,0,1,0.33,3,0,0,1,0.0,12,3,0,1,0.25,9,3,0,0,0.33,44,17,1,4,0.39,87,1,8,0.01,99,76,21,2,26.33,142,49,0,13.17,80,21,5,117.95,55,9,22,15,0,2.41,7,0,19,0,현대건설,1,0.77,0.35,0.26,0.16,86,93
810,810,406,GS칼텍스,1,153,57,120,50,8,7,0.42,69,25,5,5,0.36,5,3,0,0,0.6,0,0,0,0,,17,8,2,0,0.47,3,1,1,0,0.33,26,13,0,2,0.5,73,2,7,0.03,77,68,9,0,24.34,123,49,1,18.16,59,19,2,180.53,44,5,19,13,1,2.33,5,0,16,0,IBK기업은행,0,0.88,0.4,0.32,0.11,75,61
811,811,406,IBK기업은행,0,118,45,104,35,5,11,0.34,63,21,2,8,0.33,4,1,0,0,0.25,3,0,0,2,0.0,14,4,2,1,0.29,0,0,0,0,,20,9,1,0,0.45,63,2,4,0.03,72,56,16,0,21.83,112,35,3,13.17,66,19,2,197.5,53,8,20,14,0,2.66,7,0,18,1,GS칼텍스,3,0.78,0.31,0.29,0.15,61,75
812,812,407,페퍼저축은행,0,127,61,125,52,12,5,0.42,76,30,5,5,0.39,7,3,1,0,0.43,1,0,0,0,0.0,20,8,5,0,0.4,6,2,1,0,0.33,15,9,0,0,0.6,83,5,7,0.06,75,53,22,0,13.25,123,47,1,12.5,83,26,6,75.46,54,4,22,17,1,1.0,3,0,14,0,한국도로공사,6,0.71,0.38,0.31,0.07,82,96
813,813,407,한국도로공사,1,125,82,130,64,4,7,0.49,66,31,2,3,0.47,4,3,0,0,0.75,2,1,1,0,0.5,18,7,1,3,0.39,5,2,0,0,0.4,35,20,0,1,0.57,95,6,12,0.06,80,68,12,0,18.75,127,58,2,17.66,76,30,5,120.35,62,12,22,23,0,3.0,10,0,21,1,페퍼저축은행,2,0.85,0.46,0.39,0.19,96,82
814,814,408,GS칼텍스,1,153,56,98,41,6,3,0.42,63,23,5,3,0.37,5,3,0,0,0.6,0,0,0,0,,8,4,1,0,0.5,5,3,0,0,0.6,17,8,0,0,0.47,74,9,10,0.12,66,59,6,1,19.67,101,40,0,13.33,48,14,3,75.97999999999999,46,6,14,16,0,1.9900000000000002,5,0,14,1,KGC인삼공사,0,0.89,0.4,0.29,0.13,74,54
815,815,408,KGC인삼공사,0,115,40,95,31,6,10,0.33,49,18,3,3,0.37,0,0,0,0,,5,3,0,1,0.6,11,4,2,2,0.36,7,2,0,1,0.29,23,4,1,3,0.17,55,3,7,0.05,66,57,9,0,24.83,105,30,1,14.67,63,21,9,311.9,52,6,21,16,0,2.49,6,0,18,0,GS칼텍스,4,0.86,0.29,0.33,0.12,54,74
816,816,409,페퍼저축은행,0,129,63,135,49,10,7,0.36,87,26,7,5,0.3,10,7,0,0,0.7,1,0,0,0,0.0,18,6,1,2,0.33,6,5,0,0,0.83,13,5,2,0,0.38,82,7,13,0.09,85,65,19,1,17.83,142,48,2,13.5,95,34,8,109.82,61,7,24,18,0,2.0,6,0,23,0,흥국생명,6,0.76,0.34,0.36,0.11,81,99
817,817,409,흥국생명,1,121,76,139,58,7,12,0.42,66,22,4,6,0.33,10,6,0,0,0.6,1,1,0,0,1.0,14,6,1,1,0.43,5,2,0,1,0.4,43,21,2,4,0.49,98,8,3,0.08,97,82,15,0,20.75,136,53,2,14.5,69,17,7,141.09,70,10,30,19,1,2.5,7,0,18,1,페퍼저축은행,1,0.85,0.39,0.25,0.14,99,81
