,index,팀명,범실_평균_다섯,디그_평균_다섯,리시브_평균_다섯,공격종합_평균_다섯,블로킹_평균_다섯,세트_평균_다섯,서브_평균_다섯
16,117,우리카드,18.8,0.71,0.48999999999999994,0.5519999999999999,0.17400000000000002,0.52,0.052000000000000005
17,118,KB손해보험,24.4,0.732,0.41200000000000003,0.534,0.22200000000000003,0.522,0.092
16,119,현대캐피탈,19.8,0.772,0.51,0.5519999999999999,0.242,0.5119999999999999,0.06999999999999999
17,120,OK금융그룹,30.0,0.772,0.53,0.47400000000000003,0.21399999999999997,0.46799999999999997,0.054000000000000006
17,121,한국전력,23.4,0.7579999999999999,0.42000000000000004,0.442,0.164,0.42600000000000005,0.05
17,122,삼성화재,21.0,0.712,0.48599999999999993,0.536,0.22400000000000003,0.506,0.044000000000000004
17,123,우리카드,19.2,0.7300000000000001,0.43,0.5399999999999998,0.184,0.518,0.054000000000000006
17,124,대한항공,29.6,0.736,0.454,0.5519999999999999,0.184,0.5239999999999999,0.076
17,125,현대캐피탈,22.8,0.772,0.508,0.5279999999999999,0.23200000000000004,0.48599999999999993,0.057999999999999996
18,126,KB손해보험,25.2,0.732,0.42400000000000004,0.5,0.21400000000000002,0.49000000000000005,0.10400000000000001
18,127,OK금융그룹,28.4,0.78,0.55,0.46399999999999997,0.20600000000000002,0.458,0.044
18,128,우리카드,18.4,0.732,0.42800000000000005,0.5279999999999999,0.20200000000000004,0.506,0.06200000000000001
18,129,한국전력,22.6,0.766,0.43200000000000005,0.434,0.176,0.418,0.05
18,130,대한항공,26.0,0.74,0.42400000000000004,0.5519999999999999,0.152,0.532,0.07
18,131,삼성화재,20.4,0.732,0.526,0.536,0.20800000000000002,0.5119999999999999,0.041999999999999996
19,132,OK금융그룹,25.6,0.764,0.558,0.48599999999999993,0.22199999999999998,0.46799999999999997,0.04
18,133,현대캐피탈,22.0,0.776,0.516,0.524,0.19,0.48599999999999993,0.062
19,134,KB손해보험,26.4,0.738,0.43200000000000005,0.48,0.192,0.44799999999999995,0.088
