index,경기번호,경기날짜,팀명,홈_어웨이,결과,득점_득점,공격종합_시도,공격종합_성공,공격종합_공격차단,공격종합_범실,공격종합_성공률,오픈_시도,오픈_성공,오픈_공격차단,오픈_범실,오픈_성공률,시간차_시도,시간차_성공,시간차_공격차단,시간차_범실,시간차_성공률,이동_시도,이동_성공,이동_공격차단,이동_범실,이동_성공률,후위_시도,후위_성공,후위_공격차단,후위_범실,후위_성공률,속공_시도,속공_성공,속공_공격차단,속공_범실,속공_성공률,퀵오픈_시도,퀵오픈_성공,퀵오픈_공격차단,퀵오픈_범실,퀵오픈_성공률,서브_시도,서브_성공,서브_범실,서브_성공률,디그_시도,디그_성공,디그_실패,디그_범실,디그_세트당,세트_시도,세트_성공,세트_범실,세트_세트당,리시브_시도,리시브_정확,리시브_실패,리시브_세트당,블로킹_시도,블로킹_성공,블로킹_유효블락,블로킹_실패,블로킹_범실,블로킹_세트당,블로킹_어시스트,벌칙_벌칙,범실_범실,득점점유율,스타팅멤버,팀코드,디그_성공률,세트_성공률,리시브_정확도,블로킹_성공률,총_점수,실점,상대팀
1014,508,2021-04-14,대한항공,0,0,41,74,35,7,6,0.47,29,10,3,4,0.34,0,0,0,0,0.0,0,0,0,0,0.0,16,8,2,0,0.5,8,4,0,1,0.5,21,13,2,1,0.62,54,4,8,0.07,34,23,11,0,7.66,66,28,1,9.33,55,23,6,88.92,18,2,8,8,0,0.66,3,0,15,0.9999999999999998,5,0,0.68,0.42,0.42,0.11,63,76,우리카드
1015,508,2021-04-14,우리카드,1,1,56,67,42,3,5,0.63,29,17,1,4,0.59,3,2,0,0,0.67,0,0,0,0,0.0,14,9,0,1,0.64,12,8,0,0,0.67,9,6,2,0,0.67,71,7,11,0.1,34,26,8,0,8.67,68,40,1,13.33,52,17,5,145.43,38,7,13,13,0,2.33,5,0,17,1.0,6,6,0.76,0.59,0.33,0.18,76,63,대한항공
1016,509,2021-04-15,대한항공,0,1,58,79,45,2,5,0.57,28,15,1,3,0.54,0,0,0,0,0.0,0,0,0,0,0.0,14,10,1,0,0.71,9,5,0,1,0.56,28,15,0,1,0.54,68,3,11,0.04,52,38,14,0,12.67,85,47,0,15.65,49,24,3,134.83,43,10,13,13,1,3.33,6,0,17,1.0,6,0,0.73,0.55,0.49,0.23,75,61,우리카드
1017,509,2021-04-15,우리카드,1,0,40,75,34,7,3,0.45,29,10,4,1,0.34,3,2,0,0,0.67,0,0,0,0,0.0,15,9,2,1,0.6,18,9,0,0,0.5,10,4,1,1,0.4,55,3,9,0.05,36,26,10,0,8.67,79,35,0,11.66,51,24,3,170.69,41,3,14,16,0,0.99,3,0,12,1.0,5,6,0.72,0.44,0.47,0.07,61,75,대한항공
1018,510,2021-04-17,대한항공,1,1,74,118,62,9,9,0.53,47,16,3,6,0.34,0,0,0,0,0.0,0,0,0,0,0.0,28,17,4,2,0.61,8,5,1,0,0.62,35,24,1,1,0.69,96,6,23,0.06,54,44,10,0,11.0,103,53,0,13.25,81,42,3,149.06,41,6,12,18,0,1.58,5,0,32,0.9999999999999998,5,0,0.81,0.51,0.52,0.15,104,94,우리카드
1019,510,2021-04-17,우리카드,0,0,61,101,49,7,12,0.49,37,11,2,6,0.3,5,2,0,0,0.4,0,0,0,0,0.0,26,16,1,3,0.62,11,5,0,2,0.45,22,15,4,1,0.68,95,3,13,0.03,58,37,21,0,9.25,104,48,1,12.0,80,36,6,106.64,57,9,12,24,1,2.25,7,0,27,0.9999999999999996,6,6,0.64,0.46,0.45,0.16,94,104,대한항공
1020,511,2021-10-16,대한항공,1,1,67,95,52,7,7,0.55,23,11,1,0,0.48,3,3,0,0,1.0,0,0,0,0,0.0,24,15,0,3,0.62,9,3,2,2,0.33,36,20,4,2,0.56,93,6,20,0.06,54,39,15,0,9.83,97,49,1,12.25,71,32,6,154.82999999999998,45,9,14,15,1,2.25,7,0,29,0.9999999999999998,6,0,0.72,0.51,0.45,0.2,96,90,우리카드
1021,511,2021-10-16,우리카드,0,0,56,85,43,9,5,0.51,33,14,3,1,0.42,4,3,1,0,0.75,0,0,0,0,0.0,19,13,2,1,0.68,11,3,1,2,0.27,18,10,2,1,0.56,83,6,18,0.07,45,29,15,1,7.67,97,46,3,11.5,48,20,4,99.46,30,7,9,9,0,1.75,4,0,27,1.0,5,6,0.64,0.47,0.42,0.23,90,96,대한항공
1022,512,2021-10-17,OK금융그룹,0,0,71,109,57,11,8,0.52,35,14,4,4,0.4,1,0,0,0,0.0,0,0,0,0,0.0,39,25,2,1,0.64,8,6,0,0,0.75,26,12,5,3,0.46,80,5,13,0.06,36,25,11,0,6.33,114,56,1,14.0,74,36,0,281.37,34,9,5,12,3,2.25,3,0,25,0.9999999999999996,4,7,0.69,0.49,0.49,0.26,90,98,현대캐피탈
1023,512,2021-10-17,현대캐피탈,1,1,70,100,58,9,6,0.58,28,14,0,1,0.5,2,2,0,0,1.0,0,0,0,0,0.0,25,10,2,4,0.4,16,12,2,0,0.75,29,20,5,1,0.69,93,0,7,0.0,56,37,19,0,9.25,103,56,1,14.0,76,39,5,221.43,57,12,16,22,1,3.0,8,0,15,0.9999999999999998,6,1,0.66,0.54,0.51,0.21,98,90,OK금융그룹
1024,513,2021-10-19,삼성화재,1,0,41,76,33,12,10,0.43,30,17,5,0,0.57,1,0,1,0,0.0,0,0,0,0,0.0,16,8,2,4,0.5,9,4,1,1,0.44,20,4,3,5,0.2,49,2,9,0.04,38,28,10,0,9.33,81,31,1,10.33,61,19,5,191.41,32,6,8,10,0,1.99,4,0,20,0.9999999999999998,5,3,0.74,0.38,0.31,0.19,54,75,한국전력
1025,513,2021-10-19,한국전력,0,1,50,61,30,6,2,0.49,25,10,3,2,0.4,3,3,0,0,1.0,0,0,0,0,0.0,11,7,2,0,0.64,14,6,1,0,0.43,8,4,0,0,0.5,69,6,7,0.09,36,29,7,0,9.66,60,28,0,9.32,45,10,3,36.84,46,14,11,16,0,4.68,13,0,9,1.0,6,5,0.81,0.47,0.22,0.3,75,54,삼성화재
1026,514,2021-10-20,KB손해보험,1,1,90,131,77,10,12,0.59,38,19,4,3,0.5,1,1,0,0,1.0,0,0,0,0,0.0,43,26,2,7,0.6,16,8,0,1,0.5,33,23,4,1,0.7,110,6,19,0.05,54,43,11,0,9.0,125,73,0,14.8,95,34,6,105.25,55,7,15,24,0,1.45,3,0,31,0.9999999999999996,6,2,0.8,0.58,0.36,0.13,111,106,현대캐피탈
1027,514,2021-10-20,현대캐피탈,0,0,74,102,58,7,5,0.57,25,14,0,2,0.56,1,1,0,0,1.0,0,0,0,0,0.0,24,16,3,2,0.67,25,11,2,1,0.44,27,16,2,0,0.59,106,6,11,0.06,65,38,27,0,7.7,111,56,2,11.2,85,44,6,328.61,52,10,11,21,0,2.13,6,0,18,0.9999999999999998,6,1,0.58,0.5,0.52,0.19,106,111,KB손해보험
1028,515,2021-10-21,OK금융그룹,1,1,86,125,74,6,11,0.59,61,31,2,6,0.51,0,0,0,0,0.0,1,1,0,0,1.0,35,23,3,3,0.66,13,8,0,1,0.62,15,11,1,1,0.73,106,7,21,0.07,61,40,21,0,9.08,120,67,1,13.4,91,33,2,211.75,46,5,14,20,0,1.0,3,0,33,0.9999999999999996,6,7,0.66,0.56,0.36,0.11,112,109,우리카드
1029,515,2021-10-21,우리카드,0,0,73,111,64,5,8,0.58,47,24,4,5,0.51,2,1,0,0,0.5,0,0,0,0,0.0,28,16,0,2,0.57,14,9,1,0,0.64,20,14,0,1,0.7,109,2,16,0.02,62,40,22,0,8.58,116,64,1,12.8,89,45,7,249.77,52,7,13,26,0,1.4,6,0,25,1.0,6,6,0.65,0.55,0.51,0.13,109,112,OK금융그룹
1030,516,2021-10-22,대한항공,0,0,39,80,31,8,9,0.39,28,5,5,5,0.18,2,2,0,0,1.0,0,0,0,0,0.0,14,4,2,1,0.29,9,7,0,0,0.78,27,13,1,3,0.48,62,2,10,0.03,45,36,9,0,12.01,90,31,2,10.33,57,17,5,48.0,41,6,13,19,0,2.0,4,0,21,0.9999999999999998,6,0,0.8,0.34,0.3,0.15,66,76,삼성화재
1031,516,2021-10-22,삼성화재,1,1,53,82,39,6,9,0.48,32,18,2,1,0.56,0,0,0,0,0.0,0,0,0,0,0.0,23,8,1,5,0.35,7,3,0,1,0.43,20,10,3,2,0.5,69,5,12,0.07,43,34,9,0,11.32,84,37,1,12.33,54,20,3,105.0,34,9,8,10,1,2.99,9,0,23,0.9999999999999998,5,3,0.79,0.44,0.37,0.26,76,66,대한항공
1032,517,2021-10-23,KB손해보험,0,0,74,107,54,11,7,0.5,34,18,5,4,0.53,1,1,0,0,1.0,0,0,0,0,0.0,37,19,2,3,0.51,11,6,0,0,0.55,24,10,4,0,0.42,88,10,13,0.11,61,44,16,1,11.0,116,56,1,14.0,80,30,5,193.73,55,10,19,19,1,2.5,9,0,23,0.9999999999999998,6,2,0.72,0.48,0.38,0.18,90,93,한국전력
1033,517,2021-10-23,한국전력,1,1,60,93,45,6,3,0.48,42,17,3,1,0.4,1,1,0,0,1.0,0,0,0,0,0.0,23,10,1,2,0.43,13,8,0,0,0.62,14,9,2,0,0.64,89,5,9,0.06,59,43,16,0,11.17,105,48,0,12.0,78,31,10,109.67,51,10,17,20,0,2.5,10,0,12,0.9999999999999998,6,5,0.73,0.46,0.4,0.2,93,90,KB손해보험
1034,518,2021-10-24,우리카드,1,0,65,116,48,15,4,0.41,43,17,4,1,0.4,0,0,0,0,0.0,0,0,0,0,0.0,24,11,2,2,0.46,15,5,4,0,0.33,34,15,5,1,0.44,86,6,6,0.07,52,41,10,1,11.17,125,49,1,16.09,79,27,2,144.25,58,11,11,25,0,2.91,5,0,12,0.9999999999999996,6,6,0.79,0.39,0.34,0.19,95,98,현대캐피탈
1035,518,2021-10-24,현대캐피탈,0,1,84,128,65,10,13,0.51,50,23,5,6,0.46,0,0,0,0,0.0,0,0,0,0,0.0,31,22,2,3,0.71,21,10,2,0,0.48,26,10,1,4,0.38,90,2,7,0.02,73,58,15,0,14.5,130,59,1,14.75,83,40,5,234.93,65,17,19,23,1,4.33,11,0,22,0.9999999999999998,5,1,0.79,0.45,0.48,0.26,98,95,우리카드
1036,519,2021-10-26,KB손해보험,0,0,57,87,44,8,3,0.51,25,7,1,3,0.28,1,1,0,0,1.0,0,0,0,0,0.0,34,22,4,0,0.65,6,4,0,0,0.67,21,10,3,0,0.48,81,6,14,0.07,51,37,13,1,9.75,92,47,0,11.75,62,23,2,101.53,40,7,12,18,1,1.83,6,0,19,0.9999999999999998,6,2,0.73,0.51,0.37,0.18,84,90,OK금융그룹
1037,519,2021-10-26,OK금융그룹,1,1,71,103,59,8,5,0.57,35,19,0,2,0.54,2,1,0,0,0.5,0,0,0,0,0.0,30,16,1,3,0.53,13,10,1,0,0.77,23,13,6,0,0.57,88,4,16,0.05,54,40,14,0,10.0,91,50,1,12.5,71,27,6,123.68,42,8,13,16,0,2.0,5,0,22,0.9999999999999996,6,7,0.74,0.55,0.38,0.19,90,84,KB손해보험
1038,520,2021-10-27,대한항공,0,0,82,143,70,12,10,0.49,41,13,4,2,0.32,2,1,0,0,0.5,0,0,0,0,0.0,33,15,2,6,0.45,12,8,0,0,0.67,55,33,6,2,0.6,102,4,19,0.04,74,56,17,1,11.75,140,67,1,13.4,95,41,5,167.71,56,8,22,22,0,1.7,8,0,31,0.9999999999999998,6,0,0.76,0.48,0.43,0.14,101,103,현대캐피탈
1039,520,2021-10-27,현대캐피탈,1,1,72,108,55,8,10,0.51,45,16,5,6,0.36,1,0,0,0,0.0,0,0,0,0,0.0,26,16,2,3,0.62,19,12,1,0,0.63,17,11,0,1,0.65,100,5,7,0.05,60,44,15,1,9.67,112,54,0,11.07,83,33,4,221.66,69,12,13,30,1,2.53,7,0,19,0.9999999999999998,5,1,0.73,0.48,0.4,0.17,103,101,대한항공
1040,521,2021-10-28,우리카드,1,1,54,86,39,3,4,0.45,37,10,0,2,0.27,2,1,0,0,0.5,0,0,0,0,0.0,19,11,1,1,0.58,11,6,2,1,0.55,17,11,0,0,0.65,74,5,9,0.07,52,46,6,0,15.34,89,38,1,12.67,51,21,3,200.29,51,10,14,15,2,3.33,8,0,16,0.9999999999999996,6,6,0.88,0.43,0.41,0.2,75,58,한국전력
1041,521,2021-10-28,한국전력,0,0,34,83,28,9,9,0.34,34,6,4,3,0.18,0,0,0,0,0.0,0,0,0,0,0.0,25,9,3,4,0.36,10,7,1,0,0.7,14,6,1,2,0.43,48,3,7,0.06,48,40,8,0,13.34,97,35,1,11.67,47,18,4,63.86,38,3,10,14,2,1.0,1,0,19,1.0,4,5,0.83,0.36,0.38,0.08,58,75,우리카드
1042,522,2021-10-29,KB손해보험,1,0,63,103,52,9,7,0.5,49,23,3,5,0.47,1,0,0,0,0.0,0,0,0,0,0.0,27,14,2,2,0.52,7,4,0,0,0.57,19,11,4,0,0.58,93,6,16,0.06,44,32,12,0,6.55,99,50,0,10.05,74,20,9,92.42,56,5,15,32,0,1.05,5,0,23,0.9999999999999996,6,2,0.73,0.51,0.27,0.09,98,98,삼성화재
1043,522,2021-10-29,삼성화재,0,1,75,103,56,6,14,0.54,43,22,2,8,0.51,0,0,0,0,0.0,0,0,0,0,0.0,38,24,4,3,0.63,12,4,0,0,0.33,10,6,0,3,0.6,96,10,16,0.1,52,37,15,0,7.4,98,48,0,9.6,83,29,6,185.07,48,9,13,19,2,1.8,7,0,32,0.9999999999999996,6,3,0.71,0.49,0.35,0.19,98,98,KB손해보험
1044,523,2021-10-30,OK금융그룹,0,0,33,64,29,7,10,0.45,26,12,3,5,0.46,1,1,0,0,1.0,0,0,0,0,0.0,15,5,3,3,0.33,7,4,0,0,0.57,15,7,1,2,0.47,49,2,9,0.04,19,16,3,0,5.33,69,32,0,10.66,43,17,3,302.99,17,2,6,7,0,0.66,1,0,19,1.0,4,7,0.84,0.46,0.4,0.12,58,75,대한항공
1045,523,2021-10-30,대한항공,1,1,53,63,41,2,6,0.65,13,6,1,3,0.46,1,0,0,0,0.0,0,0,0,0,0.0,13,10,0,2,0.77,11,7,0,0,0.64,25,18,1,1,0.72,73,5,13,0.07,33,18,15,0,6.0,62,40,0,13.33,48,26,2,126.79,32,7,11,9,1,2.33,5,0,20,0.9999999999999996,6,0,0.55,0.65,0.54,0.22,75,58,OK금융그룹
1046,524,2021-10-31,한국전력,1,1,57,62,39,3,4,0.63,30,18,2,2,0.6,1,0,0,1,0.0,0,0,0,0,0.0,13,8,1,0,0.62,13,9,0,1,0.69,5,4,0,0,0.8,73,3,6,0.04,40,29,11,0,9.67,59,35,0,11.66,36,20,0,166.55,47,15,8,13,1,5.0,10,0,11,0.9999999999999998,6,5,0.72,0.59,0.56,0.32,75,41,현대캐피탈
1047,524,2021-10-31,현대캐피탈,0,0,18,55,17,11,7,0.31,28,7,6,4,0.25,0,0,0,0,0.0,0,0,0,0,0.0,10,5,1,2,0.5,9,4,1,0,0.44,8,1,3,1,0.12,24,0,6,0.0,25,18,7,0,5.99,78,23,0,7.66,26,15,0,135.0,15,1,4,8,0,0.33,3,0,13,1.0,3,1,0.72,0.29,0.58,0.07,41,75,한국전력
1048,525,2021-11-02,삼성화재,1,0,80,117,58,12,12,0.5,60,25,6,8,0.42,0,0,0,0,0.0,0,0,0,0,0.0,31,18,3,3,0.58,10,7,0,0,0.7,16,8,3,1,0.5,94,9,18,0.1,48,38,10,0,8.07,110,53,0,10.6,95,32,8,157.78,55,13,11,22,0,2.6,13,0,30,1.0,6,3,0.79,0.48,0.34,0.24,99,103,우리카드
1049,525,2021-11-02,우리카드,0,1,71,106,51,14,5,0.48,50,18,12,2,0.36,4,1,0,0,0.25,0,0,0,0,0.0,24,12,1,2,0.5,8,6,0,0,0.75,20,14,1,1,0.7,104,8,9,0.08,65,46,19,0,9.2,109,49,2,9.8,79,29,9,175.93,58,12,20,18,0,2.4,11,0,16,0.9999999999999996,6,6,0.71,0.45,0.37,0.21,103,99,삼성화재
1050,526,2021-11-03,KB손해보험,1,1,66,91,48,7,10,0.53,41,16,4,4,0.39,3,2,0,0,0.67,0,0,0,0,0.0,25,14,2,5,0.56,9,8,0,0,0.89,13,8,1,1,0.62,96,5,12,0.05,60,41,19,0,10.25,94,46,0,11.5,64,28,2,214.55,44,13,9,15,1,3.25,7,0,23,1.0,6,2,0.68,0.49,0.44,0.3,97,85,대한항공
1051,526,2021-11-03,대한항공,0,0,60,112,51,13,7,0.46,39,15,6,2,0.38,0,0,0,0,0.0,0,0,0,0,0.0,18,10,1,2,0.56,12,7,0,1,0.58,43,19,6,2,0.44,80,2,21,0.02,54,41,12,1,10.42,115,52,1,13.0,78,35,5,109.08,38,7,14,16,0,1.83,6,0,30,0.9999999999999998,6,0,0.76,0.45,0.45,0.18,85,97,KB손해보험
1052,527,2021-11-04,OK금융그룹,0,1,58,75,46,7,3,0.61,33,18,3,1,0.55,5,4,1,0,0.8,0,0,0,0,0.0,19,12,1,2,0.63,6,4,0,0,0.67,12,8,2,0,0.67,72,2,13,0.03,33,28,5,0,9.32,72,44,0,14.66,54,21,2,163.93,41,10,8,16,0,3.32,6,0,16,0.9999999999999998,6,7,0.85,0.61,0.39,0.24,75,57,한국전력
1053,527,2021-11-04,한국전력,1,0,37,66,28,9,11,0.42,31,9,4,6,0.29,2,2,0,0,1.0,0,0,0,0,0.0,14,4,2,5,0.29,5,3,0,0,0.6,14,10,3,0,0.71,46,2,2,0.04,28,22,6,0,7.32,47,19,0,6.33,59,17,2,85.91,31,7,3,16,1,2.33,6,0,14,1.0,4,5,0.79,0.4,0.29,0.23,57,75,OK금융그룹
1054,528,2021-11-05,삼성화재,0,0,41,72,37,11,8,0.51,25,13,2,3,0.52,1,1,0,0,1.0,0,0,0,0,0.0,25,13,4,4,0.52,11,7,2,0,0.64,10,3,3,1,0.3,40,2,11,0.05,20,18,2,0,5.99,69,33,0,11.0,62,22,3,92.6,21,2,3,13,1,0.66,2,0,20,0.9999999999999998,6,3,0.9,0.48,0.35,0.1,54,76,현대캐피탈
1055,528,2021-11-05,현대캐피탈,1,1,52,57,35,2,2,0.61,20,9,0,1,0.45,2,1,1,0,0.5,0,0,0,0,0.0,13,9,1,1,0.69,9,6,0,0,0.67,13,10,0,0,0.77,70,4,4,0.06,35,21,14,0,6.99,58,33,1,11.0,37,21,2,219.71,38,13,9,12,0,4.33,10,0,7,0.9999999999999998,6,1,0.6,0.57,0.57,0.34,76,54,삼성화재
1056,529,2021-11-06,KB손해보험,1,1,63,89,48,6,7,0.54,28,12,4,1,0.43,3,1,0,0,0.33,0,0,0,0,0.0,29,16,2,4,0.55,8,4,0,1,0.5,21,15,0,1,0.71,72,11,12,0.15,48,34,13,1,11.34,87,46,0,15.32,55,27,1,141.47,29,4,8,11,0,1.33,3,0,20,1.0,6,2,0.71,0.53,0.49,0.14,78,67,우리카드
1057,529,2021-11-06,우리카드,0,0,40,64,33,4,4,0.52,28,12,2,2,0.43,1,1,0,0,1.0,0,0,0,0,0.0,19,9,2,2,0.47,3,3,0,0,1.0,13,8,0,0,0.62,55,1,8,0.02,43,30,13,0,10.0,73,35,1,11.67,56,23,8,67.27000000000001,30,6,8,13,0,1.99,4,0,13,1.0,5,6,0.7,0.48,0.41,0.2,67,78,KB손해보험
1058,530,2021-11-07,대한항공,1,0,52,111,42,13,14,0.38,43,14,5,8,0.33,1,1,0,0,1.0,0,0,0,0,0.0,20,11,3,1,0.55,10,2,0,1,0.2,37,14,5,4,0.38,70,2,19,0.03,58,45,13,0,12.59,63,20,0,6.5,76,24,5,238.81,45,8,19,12,0,2.17,5,0,33,0.9999999999999996,5,0,0.78,0.32,0.32,0.18,80,95,한국전력
1059,530,2021-11-07,한국전력,0,1,56,87,37,7,9,0.43,48,19,5,2,0.4,2,2,0,0,1.0,0,0,0,0,0.0,15,6,1,3,0.4,15,7,1,2,0.47,7,3,0,2,0.43,91,5,12,0.05,55,42,13,0,10.5,89,33,0,8.25,56,25,2,124.6,60,14,21,14,2,3.5,13,0,23,0.9999999999999998,6,5,0.76,0.37,0.45,0.23,95,80,대한항공
1060,531,2021-11-09,OK금융그룹,1,1,58,79,44,5,7,0.56,27,13,3,3,0.48,1,1,0,0,1.0,0,0,0,0,0.0,28,13,2,3,0.46,5,2,0,1,0.4,18,15,0,0,0.83,88,3,17,0.03,40,25,15,0,6.42,86,45,0,11.25,67,24,5,221.1,57,11,10,24,2,2.75,7,0,26,0.9999999999999996,6,7,0.62,0.52,0.36,0.19,92,91,삼성화재
1061,531,2021-11-09,삼성화재,0,0,58,96,48,9,9,0.5,39,13,4,4,0.33,1,0,0,0,0.0,0,0,0,0,0.0,34,19,4,4,0.56,5,4,0,0,0.8,17,12,1,1,0.71,76,6,17,0.08,48,37,11,0,9.25,101,50,0,12.5,73,38,3,238.41,30,4,12,10,0,1.0,4,0,26,1.0,5,3,0.77,0.5,0.52,0.13,91,92,OK금융그룹
1062,532,2021-11-10,대한항공,1,1,68,95,55,4,3,0.58,18,7,0,1,0.39,1,1,0,0,1.0,0,0,0,0,0.0,38,23,2,1,0.61,7,4,0,1,0.57,31,20,2,0,0.65,85,5,22,0.06,44,30,14,0,7.67,104,58,1,14.5,78,32,4,73.75999999999999,52,8,11,25,1,2.17,7,0,27,0.9999999999999998,6,0,0.68,0.56,0.41,0.15,94,90,현대캐피탈
1063,532,2021-11-10,현대캐피탈,0,0,61,94,53,8,7,0.56,35,15,4,4,0.43,0,0,0,0,0.0,0,0,0,0,0.0,34,24,2,1,0.71,17,13,0,0,0.76,8,1,2,2,0.12,90,4,12,0.04,60,40,20,0,10.0,96,53,1,13.25,66,33,4,253.75,35,4,12,14,1,1.0,3,0,21,0.9999999999999996,6,1,0.67,0.55,0.5,0.11,90,94,대한항공
1064,533,2021-11-11,KB손해보험,1,1,84,119,71,5,6,0.6,37,21,4,3,0.57,3,3,0,0,1.0,0,0,0,0,0.0,37,23,1,1,0.62,10,4,0,0,0.4,32,20,0,2,0.62,108,6,26,0.06,60,44,16,0,8.85,110,59,2,11.8,93,41,10,151.63,60,7,12,28,2,1.4,6,0,36,1.0,6,2,0.73,0.54,0.44,0.12,109,108,우리카드
1065,533,2021-11-11,우리카드,0,0,70,111,57,7,9,0.51,43,17,3,5,0.4,2,1,0,0,0.5,0,0,0,0,0.0,29,18,2,3,0.62,11,7,1,0,0.64,26,14,1,1,0.54,98,9,13,0.09,59,45,14,0,9.27,116,56,0,11.47,84,31,6,238.25,47,4,13,20,2,0.8,4,0,24,0.9999999999999996,6,6,0.76,0.48,0.37,0.09,108,109,KB손해보험
1066,534,2021-11-12,OK금융그룹,1,0,68,93,53,12,6,0.57,39,20,4,4,0.51,2,1,1,0,0.5,0,0,0,0,0.0,28,18,5,0,0.64,4,1,0,0,0.25,20,13,2,2,0.65,87,7,14,0.08,36,29,7,0,8.24,91,51,2,12.75,76,21,11,124.55,47,8,8,23,0,2.08,4,0,22,0.9999999999999998,4,7,0.81,0.56,0.28,0.17,90,96,한국전력
1067,534,2021-11-12,한국전력,0,1,71,88,48,8,5,0.55,40,20,3,3,0.5,4,3,0,0,0.75,0,0,0,0,0.0,16,10,1,1,0.62,14,7,1,0,0.5,14,8,3,1,0.57,93,11,14,0.12,38,28,10,0,7.0,88,45,0,11.25,75,32,7,189.16,55,12,13,26,0,3.0,11,0,19,0.9999999999999998,6,5,0.74,0.51,0.43,0.22,96,90,OK금융그룹
1068,535,2021-11-13,삼성화재,1,1,72,85,49,4,10,0.58,36,15,2,6,0.42,1,1,0,0,1.0,0,0,0,0,0.0,24,14,1,3,0.58,10,7,0,1,0.7,14,12,1,0,0.86,93,12,16,0.13,40,27,13,0,6.75,85,48,0,12.0,62,22,1,93.07,41,11,10,18,0,2.75,8,0,26,1.0,6,3,0.68,0.56,0.35,0.27,98,75,현대캐피탈
1069,535,2021-11-13,현대캐피탈,0,0,40,70,37,10,7,0.53,21,9,5,1,0.43,0,0,0,0,0.0,0,0,0,0,0.0,23,10,2,5,0.43,12,7,2,0,0.58,14,11,1,1,0.79,63,1,11,0.02,29,20,9,0,5.08,87,43,3,10.75,71,28,12,169.03,37,2,7,20,0,0.5,3,0,21,1.0,5,1,0.69,0.49,0.39,0.05,75,98,삼성화재
1070,536,2021-11-14,대한항공,0,1,52,76,43,4,6,0.57,23,8,3,2,0.35,0,0,0,0,0.0,0,0,0,0,0.0,26,15,1,2,0.58,9,8,0,0,0.89,18,12,0,2,0.67,71,3,8,0.04,43,36,7,0,12.01,75,40,0,13.33,42,17,1,83.89,37,6,12,14,0,1.99,4,0,14,0.9999999999999998,6,0,0.84,0.53,0.4,0.16,75,52,우리카드
1071,536,2021-11-14,우리카드,1,0,36,72,31,6,11,0.43,37,15,3,3,0.41,1,0,0,0,0.0,0,0,0,0,0.0,11,4,1,4,0.36,6,4,1,0,0.67,17,8,1,4,0.47,44,1,9,0.02,39,31,8,0,10.32,81,32,1,10.67,64,22,3,165.82,23,4,6,11,0,1.34,0,0,21,1.0,5,6,0.79,0.4,0.34,0.17,52,75,대한항공
1072,537,2021-11-16,OK금융그룹,0,1,70,94,56,8,5,0.6,33,16,1,3,0.48,2,2,0,0,1.0,0,0,0,0,0.0,33,19,3,2,0.58,9,6,2,0,0.67,17,13,2,0,0.76,102,8,25,0.08,39,27,12,0,5.4,94,54,0,10.8,74,26,10,92.45,39,6,7,20,2,1.2,5,0,32,0.9999999999999996,6,7,0.69,0.57,0.35,0.15,111,105,삼성화재
1073,537,2021-11-16,삼성화재,1,0,70,91,51,6,15,0.56,28,11,1,7,0.39,0,0,0,0,0.0,0,0,0,0,0.0,29,16,3,6,0.55,11,7,0,1,0.64,23,17,2,1,0.74,103,10,22,0.1,37,27,10,0,5.4,96,48,1,9.6,81,22,8,64.5,51,9,13,22,1,1.7999999999999998,7,0,39,0.9999999999999998,6,3,0.73,0.5,0.27,0.18,105,111,OK금융그룹
1074,538,2021-11-17,KB손해보험,0,0,45,83,41,6,5,0.49,36,14,2,2,0.39,0,0,0,0,0.0,0,0,0,0,0.0,28,15,2,2,0.54,7,6,0,0,0.86,12,6,2,1,0.5,50,2,6,0.04,38,25,13,0,8.32,86,38,0,12.66,35,11,3,48.89,22,2,4,12,0,0.67,2,0,11,1.0,4,2,0.66,0.44,0.31,0.09,68,76,현대캐피탈
1075,538,2021-11-17,현대캐피탈,1,1,62,89,52,6,3,0.58,27,13,0,1,0.48,1,1,0,0,1.0,0,0,0,0,0.0,30,17,5,1,0.57,13,9,1,0,0.69,18,12,0,1,0.67,75,3,13,0.04,47,35,12,0,11.67,89,50,0,16.66,60,34,3,148.66,40,7,11,13,0,2.33,6,0,16,0.9999999999999996,6,1,0.74,0.56,0.57,0.18,76,68,KB손해보험
1076,539,2021-11-18,우리카드,0,1,71,101,52,8,5,0.51,40,13,5,3,0.32,5,5,0,0,1.0,0,0,0,0,0.0,27,13,2,1,0.48,12,7,1,1,0.58,17,14,0,0,0.82,92,7,8,0.08,50,39,11,0,9.75,106,48,1,12.0,72,31,4,179.42000000000002,45,12,10,17,2,3.0,9,0,16,0.9999999999999998,6,6,0.78,0.45,0.43,0.27,95,89,한국전력
1077,539,2021-11-18,한국전력,1,0,71,111,59,11,8,0.53,46,18,4,5,0.39,2,2,0,0,1.0,0,0,0,0,0.0,30,15,4,3,0.5,15,12,1,0,0.8,18,12,2,0,0.67,88,4,14,0.05,63,44,19,0,12.0,112,53,0,13.25,85,32,7,131.18,40,8,13,12,0,2.0,7,0,22,0.9999999999999998,6,5,0.7,0.47,0.38,0.2,89,95,우리카드
